transaction_id,transaction_date,customer_id,payment_method,before_tax,tax,after_tax,shipping_cost,transaction_discount,total_paid
TX0008298,"2023-11-28 11:53:05",CUST01905,PM003,8067393,806739,8874130,17420,0,8891550
TX0008299,"2022-08-26 17:40:03",CUST00899,PM003,351076,35107.6,386184,13403,0,399587
TX0008300,"2022-12-01 22:23:01",CUST03664,PM005,1975250,197525,2172780,29668,0,2202440
TX0008301,"2020-12-24 13:36:28",CUST01561,PM001,1342980,130542,1473520,21182,0,1494700
TX0008302,"2024-02-13 06:04:13",CUST00746,PM001,17689648,1768960,19458600,8855,0,19467500
TX0008303,"2020-11-13 20:39:28",CUST03377,PM005,1073549,107355,1180900,23792,0,1204700
TX0008304,"2020-12-30 00:43:59",CUST04991,PM001,1149283,103514,1252800,6530,0,1259330
TX0008305,"2021-01-10 16:05:43",CUST02841,PM004,1738692,173869,1912560,28603,0,1941160
TX0008306,"2023-08-08 06:35:49",CUST03556,PM006,5912445,591244,6503690,12442,0,6516130
TX0008307,"2023-06-06 22:47:49",CUST04056,PM008,1776030,177603,1953630,13520,0,1967150
TX0008308,"2022-01-22 21:37:10",CUST04042,PM003,0,0,0,0,0,0
TX0008309,"2021-12-15 10:09:13",CUST04069,PM003,1462892,146289,1609180,21499,0,1630680
TX0008310,"2021-06-26 22:20:54",CUST04981,PM002,111379,11137.9,122517,7093,0,129610
TX0008311,"2021-02-07 13:12:33",CUST04598,PM001,706845,57469.4,764314,25793,0,790107
TX0008312,"2023-11-10 13:31:52",CUST04495,PM001,1790055,179006,1969060,19311,103961,2092330
TX0008313,"2020-06-27 01:31:45",CUST02009,PM002,27912,2791.2,30703.2,23509,0,54212.2
TX0008314,"2024-09-19 06:49:45",CUST04563,PM007,586395,58639.5,645034,22852,0,667886
TX0008315,"2024-09-29 16:14:30",CUST02570,PM002,556000,55600,611600,28459,0,640059
TX0008316,"2024-08-10 08:52:52",CUST02191,PM004,44554,4455.4,49009.4,7369,2710,59088.4
TX0008317,"2022-07-26 16:52:42",CUST04625,PM005,28506,2850.6,31356.6,12733,0,44089.6
TX0008318,"2023-09-02 23:21:57",CUST02540,PM005,2665977,266598,2932570,20425,0,2953000
TX0008319,"2021-02-21 12:30:36",CUST04887,PM002,13287474,1328750,14616200,9382,0,14625600
TX0008320,"2020-12-14 12:26:02",CUST03750,PM006,791273,79127.3,870400,7660,0,878060
TX0008321,"2022-12-12 09:59:36",CUST04342,PM004,46419481,4641950,51061400,7702,0,51069100
TX0008322,"2024-11-15 02:01:19",CUST03088,PM009,1183275,118328,1301600,27038,0,1328640
TX0008323,"2021-02-17 04:57:50",CUST01049,PM006,792770,79277,872047,23370,0,895417
TX0008324,"2021-06-17 13:54:13",CUST00530,PM002,421905,42190.5,464096,11184,0,475280
TX0008325,"2022-05-07 09:41:47",CUST00177,PM003,2458844,245884,2704730,27540,0,2732270
TX0008326,"2022-08-02 12:06:03",CUST00579,PM007,629184,53506.1,682690,29886,0,712576
TX0008327,"2023-11-03 03:26:05",CUST01764,PM010,613561,61356.1,674917,19419,0,694336
TX0008328,"2022-10-29 04:56:52",CUST00413,PM005,200362,20036.2,220398,23393,0,243791
TX0008329,"2022-01-03 09:55:14",CUST01568,PM001,33449,3344.9,36793.9,23253,2018,62064.9
TX0008330,"2021-07-13 19:48:56",CUST00752,PM002,48222,4822.2,53044.2,8097,0,61141.2
TX0008331,"2023-05-13 09:40:03",CUST02390,PM001,160403,14126.2,174529,19198,0,193727
TX0008332,"2020-09-05 20:34:29",CUST04900,PM002,1492118,149212,1641330,21547,0,1662880
TX0008333,"2021-09-13 22:25:26",CUST02365,PM006,2874024,287402,3161430,26591,0,3188020
TX0008334,"2021-12-24 08:25:43",CUST03973,PM001,1593994,159399,1753390,12979,105524,1871900
TX0008335,"2020-06-29 05:33:51",CUST00897,PM002,35677527,3567750,39245300,10864,0,39256100
TX0008336,"2022-05-12 11:44:23",CUST00221,PM009,2061017,206102,2267120,12296,0,2279410
TX0008337,"2024-12-01 12:37:24",CUST04207,PM001,654209,65420.9,719630,22472,0,742102
TX0008338,"2023-11-18 05:44:17",CUST01305,PM002,985188,98518.8,1083710,7529,0,1091240
TX0008339,"2022-07-17 06:02:03",CUST04092,PM001,3621716,350554,3972270,7734,0,3980000
TX0008340,"2020-05-23 20:09:57",CUST01718,PM005,519798,47833.4,567631,23669,0,591300
TX0008341,"2023-05-08 05:47:14",CUST00858,PM004,4187670,396311,4583980,17738,0,4601720
TX0008342,"2020-12-12 09:07:21",CUST00170,PM002,228422,22842.2,251264,20350,12724,284338
TX0008343,"2020-07-15 05:35:59",CUST01783,PM008,263313,26331.3,289644,10841,0,300485
TX0008344,"2022-03-17 21:06:50",CUST03453,PM007,130763,13076.3,143839,7251,0,151090
TX0008345,"2024-10-26 07:55:53",CUST04320,PM004,606623,60173.2,666796,26250,16245,709291
TX0008346,"2024-10-11 23:20:13",CUST00393,PM002,79206,7920.6,87126.6,22193,0,109320
TX0008347,"2020-11-17 02:17:21",CUST01153,PM001,41820145,4181580,46001700,24759,0,46026500
TX0008348,"2023-08-04 17:40:29",CUST01702,PM001,699315,69931.5,769246,6289,0,775536
TX0008349,"2022-08-04 21:37:06",CUST02691,PM003,574685,57468.5,632154,5430,0,637584
TX0008350,"2023-12-28 20:02:50",CUST03168,PM004,797615,79761.5,877376,27334,0,904710
TX0008351,"2020-03-08 20:02:40",CUST01591,PM001,17532410,1753240,19285700,23691,0,19309300
TX0008352,"2023-05-15 08:31:49",CUST00428,PM010,1455337,145534,1600870,10113,21146,1632130
TX0008353,"2024-03-21 08:31:27",CUST01275,PM004,1173736,107626,1281360,15458,0,1296820
TX0008354,"2021-10-06 17:54:14",CUST01274,PM002,8144024,814402,8958430,21728,0,8980150
TX0008355,"2020-09-10 06:16:21",CUST04482,PM003,2103605,199169,2302770,28515,0,2331290
TX0008356,"2024-12-06 15:14:51",CUST04334,PM004,12012674,1201270,13213900,9656,0,13223600
TX0008357,"2021-02-02 12:42:55",CUST00153,PM009,4491798,449180,4940980,12867,0,4953840
TX0008358,"2021-11-01 10:46:54",CUST01554,PM006,287040782,23978300,311019000,14924,0,311034000
TX0008359,"2020-09-11 19:01:35",CUST01604,PM008,1272221,109816,1382040,8682,0,1390720
TX0008360,"2021-12-19 04:31:21",CUST01419,PM002,10413821,1041380,11455200,14400,0,11469600
TX0008361,"2022-04-25 09:35:43",CUST02499,PM001,25868205,2586820,28455000,20058,0,28475100
TX0008362,"2022-11-04 23:34:35",CUST04024,PM007,252709,23247.5,275956,23551,0,299508
TX0008363,"2022-12-16 01:35:57",CUST00245,PM003,2341187,234119,2575310,23323,0,2598630
TX0008364,"2020-10-12 11:33:47",CUST04269,PM004,1893801,182449,2076250,15597,62036,2153880
TX0008365,"2021-01-13 20:20:35",CUST01342,PM005,1473166,137590,1610760,7302,0,1618060
TX0008366,"2023-12-12 00:16:39",CUST00487,PM008,5520921,552092,6073010,12542,0,6085560
TX0008367,"2024-10-08 23:31:11",CUST01670,PM002,646460,64646,711106,20156,0,731262
TX0008368,"2022-02-04 12:03:38",CUST03411,PM006,165281,16528.1,181809,5460,0,187269
TX0008369,"2024-04-29 16:43:04",CUST00599,PM002,701705,70170.5,771876,15807,0,787682
TX0008370,"2024-01-17 19:52:24",CUST00242,PM001,14401425,1362590,15764000,20909,0,15784900
TX0008371,"2023-10-03 03:06:46",CUST03656,PM006,24600947,2460090,27061000,21474,0,27082500
TX0008372,"2021-11-04 11:24:44",CUST03267,PM002,18304804,1830480,20135300,9217,0,20144500
TX0008373,"2021-11-10 14:10:49",CUST02708,PM008,632911,63291.1,696202,18826,0,715028
TX0008374,"2021-04-03 10:40:53",CUST04333,PM002,537464,53746.4,591210,10467,0,601677
TX0008375,"2020-03-24 23:00:22",CUST03374,PM007,8477105,847710,9324820,7300,0,9332120
TX0008376,"2021-09-22 15:58:55",CUST03486,PM001,0,0,0,0,0,0
TX0008377,"2024-12-25 01:57:03",CUST02493,PM001,9183724,754802,9938530,17911,0,9956440
TX0008378,"2022-02-25 05:37:31",CUST00336,PM005,1772152,177215,1949370,21915,175784,2147070
TX0008379,"2022-09-07 21:53:08",CUST02320,PM003,112304,10507.7,122812,26466,0,149278
TX0008380,"2023-06-06 09:24:09",CUST00766,PM008,6756157,675263,7431420,28384,0,7459800
TX0008381,"2020-08-11 20:04:04",CUST00590,PM001,7699569,768012,8467580,22878,142373,8632830
TX0008382,"2024-04-26 16:07:59",CUST01126,PM001,295464,29546.4,325010,5912,0,330922
TX0008383,"2024-04-15 21:44:38",CUST01883,PM001,1239718,123972,1363690,24271,0,1387960
TX0008384,"2020-08-01 00:50:07",CUST01931,PM008,40055211,4005520,44060700,5958,0,44066700
TX0008385,"2021-06-17 14:29:40",CUST02433,PM001,91382,9138.2,100520,7361,0,107881
TX0008386,"2020-12-27 12:44:59",CUST03913,PM003,18056142,1805610,19861800,21347,0,19883100
TX0008387,"2022-07-01 00:03:49",CUST02432,PM001,478707,47870.7,526578,20847,0,547425
TX0008388,"2024-07-29 12:02:10",CUST01171,PM002,34599002,3459900,38058900,8567,0,38067500
TX0008389,"2023-01-16 21:03:41",CUST01918,PM003,17001111,1700110,18701200,22912,0,18724100
TX0008390,"2023-08-19 11:09:38",CUST02291,PM001,3357922,335792,3693710,7735,0,3701450
TX0008391,"2020-01-15 01:12:08",CUST02661,PM002,809785,80978.5,890764,10660,0,901424
TX0008392,"2021-03-26 08:31:21",CUST00232,PM006,19739386,1973940,21713300,23528,0,21736900
TX0008393,"2020-10-26 13:35:17",CUST01590,PM001,1324942,132494,1457440,21686,0,1479120
TX0008394,"2022-07-06 19:08:59",CUST04198,PM003,0,0,0,0,0,0
TX0008395,"2020-03-02 09:26:47",CUST01862,PM003,11103148,1110310,12213500,13384,0,12226800
TX0008396,"2022-12-21 03:28:53",CUST00653,PM002,12692539,1261290,13953800,8301,0,13962100
TX0008397,"2021-11-14 05:46:59",CUST03495,PM001,33449,3344.9,36793.9,6132,0,42925.9
TX0008398,"2022-12-13 07:53:11",CUST02534,PM002,1062474,106247,1168720,27483,0,1196200
TX0008399,"2021-04-30 18:35:02",CUST04715,PM001,376763,37676.3,414439,13587,0,428026
TX0008400,"2020-02-24 22:59:04",CUST02202,PM004,2250341,216922,2467260,28671,0,2495930
TX0008401,"2020-09-28 09:47:23",CUST01916,PM010,47693362,4769340,52462700,14661,0,52477400
TX0008402,"2021-02-05 22:40:38",CUST00071,PM005,3686399,362495,4048890,10797,0,4059690
TX0008403,"2020-11-05 17:35:11",CUST01669,PM004,47347399,4734740,52082100,14791,0,52096900
TX0008404,"2023-12-12 11:41:19",CUST04669,PM002,41990029,4199000,46189000,14203,0,46203200
TX0008405,"2024-09-21 07:23:52",CUST00346,PM002,347718,34771.8,382490,29015,0,411505
TX0008406,"2021-12-01 17:12:39",CUST01326,PM003,4123483,412348,4535830,23438,0,4559270
TX0008407,"2023-10-28 02:53:54",CUST04575,PM009,5545973,543256,6089230,24303,0,6113530
TX0008408,"2022-01-02 13:06:20",CUST01656,PM001,601164,60116.4,661280,8047,0,669327
TX0008409,"2024-12-31 16:51:43",CUST03998,PM001,761574,76157.4,837731,6126,0,843857
TX0008410,"2023-06-05 00:16:41",CUST04234,PM001,373690,37369,411059,21062,0,432121
TX0008411,"2022-05-25 08:31:16",CUST00888,PM001,1406547,140655,1547200,24813,0,1572010
TX0008412,"2023-11-06 02:05:21",CUST03125,PM008,41487800,4148780,45636600,23505,0,45660100
TX0008413,"2024-01-08 02:13:29",CUST02720,PM002,1471226,147123,1618350,14507,0,1632860
TX0008414,"2020-08-08 07:35:51",CUST00011,PM001,1427319,142732,1570050,8212,0,1578260
TX0008415,"2022-05-01 04:36:40",CUST01600,PM004,525203,52520.3,577723,10841,51394,639958
TX0008416,"2024-12-15 07:07:55",CUST02525,PM001,4427771,442777,4870550,28360,0,4898910
TX0008417,"2020-08-19 09:09:44",CUST00969,PM002,276532,27653.2,304185,15655,0,319840
TX0008418,"2023-03-21 10:27:33",CUST00845,PM005,799998,75643.9,875642,18542,0,894184
TX0008419,"2024-09-05 21:15:33",CUST00689,PM002,935782,93578.2,1029360,5802,0,1035160
TX0008420,"2022-08-13 17:38:08",CUST02429,PM001,668930,66893,735823,25979,0,761802
TX0008421,"2023-08-03 18:00:49",CUST04987,PM009,2678855,267465,2946320,25325,0,2971640
TX0008422,"2024-12-16 19:11:19",CUST00696,PM008,229404,22940.4,252344,29261,0,281605
TX0008423,"2021-04-24 01:39:48",CUST01666,PM002,67452,5518.4,72970.4,12609,0,85579.4
TX0008424,"2023-04-09 21:13:53",CUST01783,PM008,5277431,527743,5805170,15851,0,5821020
TX0008425,"2020-04-18 03:02:03",CUST04942,PM007,111214,11121.4,122335,19283,0,141618
TX0008426,"2022-02-04 11:42:43",CUST03507,PM004,14530729,1453070,15983800,29105,0,16012900
TX0008427,"2024-07-02 15:20:06",CUST02747,PM001,16215507,1621550,17837100,21123,883455,18741600
TX0008428,"2023-08-20 08:13:51",CUST03525,PM005,19144238,1913060,21057300,12443,0,21069700
TX0008429,"2024-05-22 05:24:46",CUST01733,PM008,514368,44285.1,558653,7204,0,565857
TX0008430,"2023-03-08 09:09:04",CUST01329,PM002,39541,3954.1,43495.1,12625,0,56120.1
TX0008431,"2020-03-22 22:59:31",CUST00499,PM001,1443082,144308,1587390,21576,0,1608970
TX0008432,"2021-01-05 10:27:02",CUST00651,PM004,1130540,110968,1241510,8645,0,1250150
TX0008433,"2024-07-28 20:40:38",CUST04347,PM007,5134792,513479,5648270,23638,0,5671910
TX0008434,"2024-04-24 11:53:35",CUST00001,PM004,585240,51387.9,636628,25158,0,661786
TX0008435,"2021-03-09 00:48:20",CUST03719,PM001,17596187,1759620,19355800,21071,0,19376900
TX0008436,"2022-07-14 06:40:09",CUST04860,PM001,27911062,2791110,30702200,26472,0,30728600
TX0008437,"2021-10-15 10:15:34",CUST04565,PM008,1586479,158648,1745130,14281,0,1759410
TX0008438,"2021-04-18 04:13:23",CUST02040,PM007,421905,42190.5,464096,8046,0,472142
TX0008439,"2022-07-22 03:55:01",CUST03707,PM001,539404,51928.7,591333,21770,29758,642861
TX0008440,"2024-12-23 10:42:22",CUST01537,PM002,2662045,229952,2892000,7579,137469,3037040
TX0008441,"2023-02-04 04:50:53",CUST00890,PM001,122599,12259.9,134859,11634,0,146493
TX0008442,"2021-07-24 10:59:10",CUST00325,PM002,0,0,0,0,0,0
TX0008443,"2020-07-06 09:09:30",CUST01524,PM002,937914,93791.4,1031710,19755,0,1051460
TX0008444,"2024-07-01 02:55:16",CUST03609,PM003,1156351,115635,1271990,25497,0,1297480
TX0008445,"2022-11-01 12:49:45",CUST03205,PM001,946101,88559.9,1034660,28629,0,1063290
TX0008446,"2023-05-01 20:58:15",CUST02157,PM005,1452872,132953,1585820,22800,0,1608620
TX0008447,"2020-05-29 16:21:42",CUST03159,PM004,214783,21478.3,236261,10347,0,246608
TX0008448,"2021-08-12 22:42:35",CUST03402,PM001,103549742,10355000,113905000,15285,0,113920000
TX0008449,"2024-02-11 04:18:41",CUST00786,PM001,715368,67190.9,782559,7356,0,789915
TX0008450,"2023-11-25 03:32:48",CUST01098,PM005,1480422,148042,1628460,6752,0,1635220
TX0008451,"2024-07-25 09:15:49",CUST04240,PM004,47527,4752.7,52279.7,22342,0,74621.7
TX0008452,"2022-07-04 03:39:51",CUST01390,PM006,851469,85146.9,936616,5543,0,942159
TX0008453,"2022-03-15 10:22:23",CUST00547,PM004,5377982,537798,5915780,6056,0,5921840
TX0008454,"2022-07-11 21:57:10",CUST03462,PM007,1320708,121609,1442320,22401,0,1464720
TX0008455,"2020-04-30 16:10:58",CUST01209,PM005,81020,8102,89122,15351,0,104473
TX0008456,"2023-01-25 02:04:47",CUST02699,PM006,18619363,1861940,20481300,8799,0,20490100
TX0008457,"2022-12-24 09:10:36",CUST03882,PM005,2890942,272382,3163320,20467,0,3183790
TX0008458,"2022-10-22 16:34:16",CUST04908,PM001,856661,85666.1,942327,16922,0,959249
TX0008459,"2022-11-03 19:19:09",CUST03979,PM002,358969,32522.3,391491,5802,0,397293
TX0008460,"2020-12-04 02:46:36",CUST02581,PM003,38571,3857.1,42428.1,6510,0,48938.1
TX0008461,"2021-08-18 18:09:59",CUST01086,PM002,464531,41422.1,505953,12008,0,517961
TX0008462,"2021-05-19 09:08:57",CUST00660,PM008,178851,17885.1,196736,25497,0,222233
TX0008463,"2024-06-26 20:35:29",CUST03409,PM008,1937688,184270,2121960,5064,25188,2152210
TX0008464,"2021-04-14 12:09:31",CUST04289,PM004,18795728,1879570,20675300,12087,248113,20935500
TX0008465,"2022-06-29 23:54:58",CUST00543,PM002,1854835,185484,2040320,18700,0,2059020
TX0008466,"2024-10-09 22:46:29",CUST02409,PM005,393983,39398.3,433381,21651,0,455032
TX0008467,"2024-05-09 01:58:11",CUST03249,PM002,1091455,109146,1200600,7142,0,1207740
TX0008468,"2022-11-23 06:01:31",CUST01768,PM002,11762745,1176270,12939000,14602,0,12953600
TX0008469,"2023-09-22 04:05:40",CUST00580,PM001,26610,2661,29271,14709,0,43980
TX0008470,"2021-09-26 11:02:18",CUST01542,PM001,1320575,132058,1452630,29156,0,1481790
TX0008471,"2021-10-15 01:20:00",CUST00170,PM002,3417835,341784,3759620,29661,0,3789280
TX0008472,"2020-12-27 16:09:15",CUST04508,PM002,1501915,150192,1652110,9031,43144,1704280
TX0008473,"2023-07-19 12:20:17",CUST02706,PM006,36082482,3608250,39690700,18863,0,39709600
TX0008474,"2021-11-30 19:03:24",CUST00637,PM002,2152544,190730,2343270,21368,0,2364640
TX0008475,"2020-06-14 05:49:57",CUST04631,PM001,9021992,900529,9922520,7396,0,9929920
TX0008476,"2024-11-01 15:58:43",CUST00354,PM003,107301,10730.1,118031,15950,0,133981
TX0008477,"2020-07-02 15:18:35",CUST00452,PM007,34877,3487.7,38364.7,27797,0,66161.7
TX0008478,"2021-09-17 06:17:35",CUST01436,PM003,327289,32728.9,360018,6234,0,366252
TX0008479,"2023-06-08 18:43:19",CUST01841,PM001,752854,75285.4,828139,8953,0,837092
TX0008480,"2021-07-01 18:32:21",CUST04340,PM005,2818634,280135,3098770,6423,0,3105190
TX0008481,"2023-04-24 18:04:54",CUST00257,PM002,7461466,746147,8207610,19011,0,8226620
TX0008482,"2024-01-27 18:22:43",CUST00897,PM005,17134281,1713430,18847700,19158,0,18866900
TX0008483,"2021-09-03 12:32:57",CUST00826,PM004,88656,8865.6,97521.6,27110,0,124632
TX0008484,"2020-11-12 13:13:05",CUST00984,PM004,1219396,121940,1341340,17910,0,1359250
TX0008485,"2022-05-28 18:11:01",CUST04056,PM005,957221,95722.1,1052940,15174,0,1068120
TX0008486,"2021-08-28 10:58:31",CUST03506,PM008,285612,26342.8,311955,12669,0,324624
TX0008487,"2022-12-12 13:02:05",CUST04507,PM005,622181,62218.1,684399,15458,0,699857
TX0008488,"2020-05-03 13:50:30",CUST01752,PM007,13596194,1359620,14955800,10932,1255880,16222600
TX0008489,"2020-04-10 22:53:17",CUST01282,PM002,37423158,3019540,40442700,20405,0,40463100
TX0008490,"2021-01-11 02:15:58",CUST01117,PM006,2190534,182734,2373270,26840,0,2400110
TX0008491,"2021-03-12 05:20:45",CUST00758,PM003,215857,21585.7,237443,27071,0,264514
TX0008492,"2023-12-26 04:43:14",CUST04633,PM005,241667,21629.2,263296,12684,0,275980
TX0008493,"2023-05-23 12:29:03",CUST02275,PM006,30986147,3045070,34031200,10074,0,34041300
TX0008494,"2020-09-15 12:36:46",CUST04155,PM002,26764888,2676490,29441400,29669,0,29471000
TX0008495,"2020-03-08 10:10:22",CUST01446,PM006,2281812,228181,2509990,19963,0,2529960
TX0008496,"2024-12-01 16:00:34",CUST03566,PM006,23324279,2332430,25656700,15988,0,25672700
TX0008497,"2023-08-22 00:04:47",CUST03233,PM005,25393478,2539350,27932800,20597,0,27953400
TX0008498,"2020-10-07 23:38:10",CUST03966,PM002,327527,28617.3,356144,7555,0,363699
TX0008499,"2024-02-25 21:36:27",CUST02914,PM001,273974,23461,297435,5732,0,303167
TX0008500,"2021-06-30 14:53:13",CUST01200,PM004,553064,55306.4,608370,19362,0,627732
TX0008501,"2024-06-05 06:21:33",CUST04971,PM003,1678961,167896,1846860,10504,0,1857360
TX0008502,"2024-12-20 16:10:17",CUST02951,PM005,128268,12826.8,141095,8995,1745,151835
TX0008503,"2021-05-03 05:21:26",CUST00768,PM009,3365706,336571,3702280,13573,0,3715850
TX0008504,"2024-12-08 12:12:37",CUST03729,PM010,196548,18654.4,215202,9035,0,224237
TX0008505,"2023-08-10 09:22:47",CUST04641,PM003,1480698,148070,1628770,10667,0,1639430
TX0008506,"2024-11-07 14:00:25",CUST02753,PM005,2186032,218603,2404640,24337,0,2428970
TX0008507,"2020-05-15 11:27:15",CUST03280,PM005,0,0,0,0,0,0
TX0008508,"2022-12-13 15:42:31",CUST02559,PM003,588383,58838.3,647221,15298,0,662519
TX0008509,"2020-08-18 03:25:09",CUST04580,PM010,780902,78090.2,858992,15314,0,874306
TX0008510,"2024-06-08 05:47:11",CUST03464,PM005,804634,80463.4,885097,29953,0,915050
TX0008511,"2024-01-23 04:44:04",CUST02880,PM001,0,0,0,0,0,0
TX0008512,"2023-11-07 00:35:39",CUST01696,PM009,0,0,0,0,0,0
TX0008513,"2022-07-02 16:32:43",CUST00030,PM003,615015,52899.4,667914,13340,0,681254
TX0008514,"2020-05-06 01:22:50",CUST00903,PM002,27024,2702.4,29726.4,17634,304,47664.4
TX0008515,"2022-10-06 02:04:58",CUST01154,PM001,859636,85963.6,945600,14281,0,959881
TX0008516,"2021-03-25 16:46:15",CUST03780,PM003,23008,2300.8,25308.8,11283,0,36591.8
TX0008517,"2024-05-30 09:58:22",CUST04308,PM002,24148,2414.8,26562.8,7115,0,33677.8
TX0008518,"2022-05-17 17:26:00",CUST00266,PM006,621901,62190.1,684091,25103,0,709194
TX0008519,"2023-05-06 16:53:53",CUST00054,PM005,24084,2408.4,26492.4,12646,0,39138.4
TX0008520,"2021-11-09 20:47:43",CUST02363,PM002,1194101,115007,1309110,6666,0,1315770
TX0008521,"2023-12-07 14:06:41",CUST04988,PM004,4768360,476836,5245200,6475,0,5251670
TX0008522,"2021-04-02 00:36:27",CUST01510,PM008,69070,6907,75977,27566,0,103543
TX0008523,"2023-05-06 18:11:34",CUST02297,PM006,2537020,237790,2774810,13928,0,2788740
TX0008524,"2023-10-14 14:29:33",CUST01560,PM006,1470298,147030,1617330,6536,0,1623860
TX0008525,"2024-10-28 18:31:10",CUST04016,PM001,1381482,137096,1518580,16671,0,1535250
TX0008526,"2024-01-09 19:19:35",CUST02260,PM002,111296090,11129600,122426000,8752,0,122434000
TX0008527,"2021-06-28 08:41:11",CUST02614,PM002,13468127,1346810,14814900,26477,145564,14987000
TX0008528,"2023-11-05 15:33:27",CUST03739,PM005,0,0,0,0,0,0
TX0008529,"2024-02-16 20:55:10",CUST04575,PM002,1281910,128191,1410100,27103,0,1437200
TX0008530,"2021-08-31 19:44:59",CUST02560,PM003,744591,74459.1,819050,28246,0,847296
TX0008531,"2020-02-18 03:26:14",CUST00418,PM003,1981120,198112,2179230,14950,183533,2377720
TX0008532,"2024-04-20 14:57:15",CUST01483,PM008,731372,73137.2,804509,11448,26515,842472
TX0008533,"2022-08-24 20:35:56",CUST01729,PM002,14780411,1445730,16226100,9564,0,16235700
TX0008534,"2021-01-10 22:49:56",CUST02382,PM003,183818,18381.8,202200,16108,0,218308
TX0008535,"2020-01-23 05:16:49",CUST02332,PM002,1693701,145284,1838980,13200,0,1852180
TX0008536,"2024-12-28 13:18:01",CUST02838,PM004,1819002,181900,2000900,6937,0,2007840
TX0008537,"2021-12-08 06:36:18",CUST04151,PM002,3537234,331128,3868360,29799,0,3898160
TX0008538,"2021-04-27 23:26:25",CUST02031,PM001,12344688,1234470,13579200,14575,0,13593700
TX0008539,"2022-01-30 18:26:11",CUST03800,PM007,0,0,0,0,0,0
TX0008540,"2022-08-25 13:14:18",CUST00066,PM007,6400537,632238,7032780,14138,0,7046910
TX0008541,"2022-08-30 13:34:48",CUST00036,PM004,3701341,370134,4071480,17321,0,4088800
TX0008542,"2021-12-27 11:58:16",CUST00706,PM002,77958,7795.8,85753.8,24064,0,109818
TX0008543,"2021-06-21 04:41:15",CUST01865,PM010,1017146,101715,1118860,15609,0,1134470
TX0008544,"2023-11-07 06:05:11",CUST02023,PM002,18835755,1880930,20716700,29251,0,20745900
TX0008545,"2022-01-24 02:47:15",CUST03512,PM001,23284504,2328450,25613000,23989,0,25636900
TX0008546,"2020-03-05 06:23:34",CUST02433,PM005,223179,22317.9,245497,20710,0,266207
TX0008547,"2024-02-20 19:05:07",CUST03812,PM001,13032420,1303240,14335700,8602,0,14344300
TX0008548,"2023-09-04 08:34:00",CUST02963,PM001,669407,66940.7,736348,11923,0,748271
TX0008549,"2020-04-14 11:02:03",CUST04115,PM009,333332,33333.2,366665,24855,0,391520
TX0008550,"2021-06-30 07:31:02",CUST00626,PM001,1952042,195204,2147250,23283,0,2170530
TX0008551,"2022-06-01 05:38:40",CUST00257,PM004,1682717,168272,1850990,9574,0,1860560
TX0008552,"2023-10-24 08:20:46",CUST03899,PM003,268732,22698.8,291431,12913,0,304344
TX0008553,"2023-12-02 23:55:58",CUST04967,PM002,5061262,506126,5567390,9014,0,5576400
TX0008554,"2023-01-14 21:16:05",CUST03832,PM001,15945810,1594580,17540400,22026,0,17562400
TX0008555,"2020-12-24 08:57:15",CUST00310,PM006,3325076,332508,3657580,15527,0,3673110
TX0008556,"2021-01-22 12:01:25",CUST04804,PM005,985033,98503.3,1083540,22916,0,1106450
TX0008557,"2022-12-29 19:33:01",CUST02932,PM003,447919,40842,488761,23484,0,512245
TX0008558,"2023-11-18 18:43:33",CUST00185,PM001,1121608,112161,1233770,22622,0,1256390
TX0008559,"2023-10-09 19:34:08",CUST04488,PM003,69962,6538.6,76500.6,23748,0,100249
TX0008560,"2024-05-09 11:49:22",CUST01834,PM001,7164490,716449,7880940,5360,642397,8528700
TX0008561,"2024-08-18 20:17:38",CUST00886,PM002,7925172,792517,8717690,16769,0,8734460
TX0008562,"2023-06-28 06:57:32",CUST04722,PM001,1192470,119247,1311720,20525,0,1332240
TX0008563,"2020-08-25 09:14:26",CUST03656,PM001,469578,46957.8,516536,25691,28197,570424
TX0008564,"2023-07-01 16:20:38",CUST02076,PM004,693386,69338.6,762725,5087,50367,818179
TX0008565,"2024-10-23 15:38:59",CUST04483,PM001,115165,11516.5,126682,5130,0,131812
TX0008566,"2024-09-06 10:50:36",CUST00112,PM004,21315192,2131520,23446700,26912,0,23473600
TX0008567,"2020-12-01 02:44:16",CUST00315,PM003,21092591,2083730,23176300,23307,0,23199600
TX0008568,"2020-12-26 03:27:10",CUST03430,PM008,1608292,160829,1769120,23931,28672,1821720
TX0008569,"2023-02-21 01:10:07",CUST00010,PM002,228119,22811.9,250931,21739,0,272670
TX0008570,"2022-10-04 12:50:19",CUST04263,PM007,878129,87812.9,965942,11356,0,977298
TX0008571,"2023-05-13 21:59:21",CUST01524,PM007,276725,26018.1,302743,17331,0,320074
TX0008572,"2020-05-09 04:52:14",CUST01233,PM003,79046,7904.6,86950.6,7901,0,94851.6
TX0008573,"2021-07-18 05:07:22",CUST03260,PM003,1306752,130675,1437430,5765,0,1443190
TX0008574,"2023-10-19 20:53:23",CUST04619,PM006,1443534,144353,1587890,26348,0,1614240
TX0008575,"2021-01-28 00:11:09",CUST00882,PM003,752160,75216,827376,29635,0,857011
TX0008576,"2024-09-29 21:39:30",CUST02498,PM002,45691,4569.1,50260.1,28934,461,79655.1
TX0008577,"2024-05-23 15:27:45",CUST02966,PM010,0,0,0,0,0,0
